"sexo","est_civil","Region","p7_1","p7_2","p7_3","p7_4","p7_5","p7_6","p7_7","p7_8","p7_9","p7_10"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","Sí","No","Sí","No","No","Sí","Sí","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","No","No","No","No","No","No","Sí, en parte","Sí, en parte","Sí","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Norte","NS","NS","NS","NS","Sí, en parte","NS","Sí","NS","NS","NS"
" Hombre","Soltero(a)","Norte","NS","NS","NS","NS","Sí, en parte","NS","Sí","NS","NS","NS"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí, en parte","No","Sí","No","Sí, en parte","Sí, en parte","No","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","No","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","No","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","No","Sí","No","No","No","Sí","Sí, en parte","No","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Centro","No","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí"
" Mujer","Unión libre/Casado(a)","Sur","No","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","No","No","No","No","No","No","No","No","No","No"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","No","No","No","Sí, en parte","No","Sí, en parte","No","No","No","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","NS","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","No","NS","NS","No","NS","No","No","NS","NS","No"
" Hombre","Soltero(a)","Norte","Sí","Sí","Sí","NS","Sí","Sí","Sí","Sí","Sí","NS"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","No","No","Sí, en parte","No","No","No","No","No","No","No"
" Hombre","Soltero(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí"
" Hombre","Soltero(a)","Centro","Sí, en parte","Sí","Sí","No","Sí, en parte","Sí","Sí","Sí","Sí, en parte","No"
" Mujer","Soltero(a)","D. F. y Estado de México","No","No","No","No","No","No","No","No","No","No"
" Hombre","NC","D. F. y Estado de México","No","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Soltero(a)","Centro","Sí, en parte","Sí, en parte","No","No","No","No","No","No","No","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí, en parte","Sí","Sí","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Sur","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Norte","Sí","Sí","Sí, en parte","Sí","Sí","Sí, en parte","Sí","Sí","No","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","Sur","No","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","NS","Sí, en parte","NS","Sí, en parte","Sí, en parte","Sí, en parte","NS"
" Hombre","Soltero(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","No","No","Sí, en parte","Sí","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","D. F. y Estado de México","NS","NS","NS","Sí, en parte","No","NS","NS","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","Sí, en parte","NS","NS","Sí, en parte","NS","Sí","Sí","NS","NS"
" Hombre","Soltero(a)","Norte","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","NS","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No","NS","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","Sí, en parte","Sí, en parte","Sí, en parte","NS","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Sur","Sí","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","No","Sí","No","No","Sí","Sí","No","No","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí","Sí, en parte","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí, en parte"
" Hombre","Soltero(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí","Sí","No","NS","Sí","NS","Sí, en parte","Sí"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","NC","Sí","Sí","NC","NC","Sí","NC","Sí","NC"
" Hombre","Soltero(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","No"
" Hombre","Unión libre/Casado(a)","Norte","No","No","No","No","No","No","No","No","No","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","No","No","Sí","No","No","No","Sí","No","No","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Sur","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No","Sí","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC"
" Mujer","Unión libre/Casado(a)","Sur","No","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","No","NS","No","Sí, en parte","Sí","Sí","No"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí, en parte","Sí, en parte","No","No","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","Sur","No","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí, en parte","Sí, en parte","No","No","Sí, en parte","Sí, en parte","Sí","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí","Sí","Sí, en parte","No","NS","Sí","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Centro","No","No","Sí","Sí, en parte","No","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Centro","No","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí, en parte","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","NC"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Soltero(a)","Centro","No","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","Centro","No","No","No","No","No","No","No","No","No","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No","Sí, en parte","No"
" Mujer","Soltero(a)","Centro","No","Sí","Sí","No","No","Sí","Sí","No","Sí","No"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","NS","Sí","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí"
" Mujer","Unión libre/Casado(a)","Centro","No","No","No","No","Sí, en parte","No","Sí, en parte","No","No","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","No","Sí","Sí","No","Sí","Sí","Sí","Sí"
" Hombre","Soltero(a)","Centro","No","No","No","No","Sí","No","Sí","No","No","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","No","No","No","No","No","No","No","No","No","No"
" Mujer","Soltero(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Soltero(a)","D. F. y Estado de México","No","No","No","No","No","No","No","No","No","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Norte","Sí","NS","NS","No","NS","NS","Sí","No","NS","NS"
" Mujer","Unión libre/Casado(a)","Norte","Sí","NS","NS","No","NS","NS","Sí","No","NS","NS"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Centro","No","No","No","No","No","No","Sí","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí, en parte","Sí","No","Sí","Sí, en parte","Sí","No"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí","Sí, en parte","No","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí","Sí, en parte","No","Sí","Sí","No","No","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","Sí","Sí","Sí","Sí","No","Sí","No","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Sur","No","No","Sí, en parte","No","No","No","Sí","No","No","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","NS","NS","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Sur","No","No","No","No","No","No","No","No","No","No"
" Mujer","Unión libre/Casado(a)","Norte","Sí","No","Sí","No","No","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Sur","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","No"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","NS","Sí, en parte","Sí, en parte","Sí, en parte","NS"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","No","No","No","Sí","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","NS","NS","No","Sí","Sí","Sí","NS"
" Hombre","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","No","No","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","No","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí","Sí, en parte","No","No","Sí, en parte","No","Sí, en parte","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","No","No","Sí","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Sur","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí","Sí","Sí","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Sur","Sí, en parte","Sí, en parte","Sí, en parte","No","No","No","No","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","Sí","Sí, en parte","No","Sí, en parte","Sí, en parte","No","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","No","No","Sí, en parte","No","No","No","Sí","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","D. F. y Estado de México","Sí","No","Sí","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","NS","No","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","NS","NS","Sí, en parte","No","No","No","No","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí","Sí","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Centro","No","Sí, en parte","Sí","No","Sí","NS","Sí","Sí, en parte","Sí, en parte","No"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Sur","Sí","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","No"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","No","Sí, en parte","No","No","No","Sí","No","No","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí","Sí","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","No","Sí, en parte","Sí, en parte","No","No","No","No","Sí, en parte","Sí, en parte","No"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí, en parte","No","Sí, en parte","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","Norte","Sí, en parte","Sí, en parte","Sí, en parte","No","Sí, en parte","No","Sí, en parte","Sí, en parte","No","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Norte","No","No","No","No","Sí, en parte","No","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","No","No","No","No","No","No","No","No","No","No"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","No","No","Sí","No","No","No","Sí","Sí, en parte","Sí","No"
" Mujer","Unión libre/Casado(a)","Centro","No","No","No","No","No","No","No","No","No","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Separado(a)/Divorciado(a)/Viudo(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","No","No","No","No","Sí","Sí","Sí, en parte"
" Mujer","Unión libre/Casado(a)","Centro","Sí","No","No","No","No","No","Sí","No","No","No"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","No","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","No"
" Hombre","Unión libre/Casado(a)","D. F. y Estado de México","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte","Sí, en parte"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","No","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Centro","Sí","Sí, en parte","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Separado(a)/Divorciado(a)/Viudo(a)","Centro","NS","NS","NS","NS","NS","NS","NS","NS","NS","NS"
" Mujer","Unión libre/Casado(a)","Centro","Sí","NC","Sí","NC","NS","NS","Sí","NS","NS","NS"
" Mujer","Unión libre/Casado(a)","Sur","Sí","Sí","Sí, en parte","Sí, en parte","Sí","Sí, en parte","Sí","Sí, en parte","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","Centro","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Hombre","Unión libre/Casado(a)","Sur","Sí","Sí","Sí, en parte","No","Sí","Sí, en parte","Sí","Sí","Sí","No"
" Mujer","Unión libre/Casado(a)","Centro","Sí, en parte","Sí, en parte","Sí, en parte","No","No","Sí, en parte","Sí, en parte","No","No","No"
" Hombre","NC","Sur","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC"
" Mujer","Unión libre/Casado(a)","Centro","No","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí","Sí"
" Mujer","Unión libre/Casado(a)","D. F. y Estado de México","Sí","Sí, en parte","Sí, en parte","Sí, en parte","Sí","No","Sí","Sí, en parte","Sí","Sí, en parte"
